SalesOrderID;SalesOrderDetailID;OrderQty;ProductID;SpecialOfferID;UnitPrice
43659;1;1;776;1;2024,994
43659;2;3;777;1;2024,994
43659;3;1;778;1;2024,994
43659;4;1;771;1;2039,994
43659;5;1;772;1;2039,994
43659;6;2;773;1;2039,994
43659;7;1;774;1;2039,994
43659;8;3;714;1;28,8404
43659;9;1;716;1;28,8404
43659;10;6;709;1;5,7
43659;11;2;712;1;5,1865
43659;12;4;711;1;20,1865
43660;13;1;762;1;419,4589
43660;14;1;758;1;874,794
43661;15;1;745;1;809,76
43661;16;1;743;1;714,7043
43661;17;2;747;1;714,7043
43661;18;4;712;1;5,1865
43661;19;4;715;1;28,8404
43661;20;2;742;1;722,5949
43661;21;3;775;1;2024,994
43661;22;2;778;1;2024,994
43661;23;2;711;1;20,1865
43661;24;2;741;1;818,7
43661;25;4;776;1;2024,994
43661;26;2;773;1;2039,994
43661;27;2;716;1;28,8404
43661;28;2;777;1;2024,994
43661;29;5;708;1;20,1865
43662;30;3;764;1;419,4589
43662;31;5;770;1;419,4589
43662;32;2;730;1;183,9382
43662;33;4;754;1;874,794
43662;34;3;725;1;183,9382
43662;35;5;762;1;419,4589
43662;36;3;765;1;419,4589
43662;37;2;768;1;419,4589
43662;38;1;753;1;2146,962
43662;39;1;756;1;874,794
43662;40;3;763;1;419,4589
43662;41;1;732;1;356,898
43662;42;6;758;1;874,794
43662;43;1;729;1;183,9382
43662;44;3;722;1;178,5808
43662;45;1;749;1;2146,962
43662;46;3;760;1;419,4589
43662;47;1;726;1;183,9382
43662;48;1;733;1;356,898
43662;49;1;738;1;178,5808
43662;50;3;766;1;419,4589
43662;51;1;755;1;874,794
43663;52;1;760;1;419,4589
43664;53;1;772;1;2039,994
43664;54;4;775;1;2024,994
43664;55;1;714;1;28,8404
43664;56;1;716;1;28,8404
43664;57;2;777;1;2024,994
43664;58;3;771;1;2039,994
43664;59;1;773;1;2039,994
43664;60;1;778;1;2024,994
43665;61;2;711;1;20,1865
43665;62;1;773;1;2039,994
43665;63;1;707;1;20,1865
43665;64;2;715;1;28,8404
43665;65;2;777;1;2024,994
43665;66;2;712;1;5,1865
43665;67;2;775;1;2024,994
43665;68;1;778;1;2024,994
43665;69;6;709;1;5,7
43665;70;1;776;1;2024,994
43666;71;1;764;1;419,4589
43666;72;1;753;1;2146,962
43666;73;1;732;1;356,898
43666;74;1;756;1;874,794
43666;75;2;768;1;419,4589
43666;76;1;766;1;419,4589
43667;77;3;710;1;5,7
43667;78;1;773;1;2039,994
43667;79;1;778;1;2024,994
43667;80;1;775;1;2024,994
43668;81;3;756;1;874,794
43668;82;2;753;1;2146,962
43668;83;7;760;1;419,4589
43668;84;6;765;1;419,4589
43668;85;6;715;1;28,8404
43668;86;6;730;1;183,9382
43668;87;2;707;1;20,1865
43668;88;2;711;1;20,1865
43668;89;2;754;1;874,794
43668;90;4;712;1;5,1865
43668;91;2;729;1;183,9382
43668;92;3;755;1;874,794
43668;93;3;761;1;419,4589
43668;94;2;770;1;419,4589
43668;95;3;726;1;183,9382
43668;96;2;764;1;419,4589
43668;97;2;766;1;419,4589
43668;98;2;725;1;183,9382
43668;99;1;716;1;28,8404
43668;100;2;768;1;419,4589
43668;101;4;732;1;356,898
43668;102;6;758;1;874,794
43668;103;4;762;1;419,4589
43668;104;3;738;1;178,5808
43668;105;4;714;1;28,8404
43668;106;3;722;1;178,5808
43668;107;1;708;1;20,1865
43668;108;3;733;1;356,898
43668;109;3;763;1;419,4589
43669;110;1;747;1;714,7043
43670;111;1;710;1;5,7
43670;112;2;709;1;5,7
43670;113;2;773;1;2039,994
43670;114;1;776;1;2024,994
43671;115;1;753;1;2146,962
43671;116;2;714;1;28,8404
43671;117;1;756;1;874,794
43671;118;2;768;1;419,4589
43671;119;2;732;1;356,898
43671;120;2;763;1;419,4589
43671;121;2;755;1;874,794
43671;122;2;764;1;419,4589
43671;123;1;716;1;28,8404
43671;124;1;711;1;20,1865
43671;125;1;708;1;20,1865
43672;126;6;709;1;5,7
43672;127;2;776;1;2024,994
43672;128;1;774;1;2039,994
43673;129;1;754;1;874,794
43673;130;3;715;1;28,8404
43673;131;1;729;1;183,9382
43673;132;2;761;1;419,4589
43673;133;1;762;1;419,4589
43673;134;2;738;1;178,5808
43673;135;2;770;1;419,4589
43673;136;1;712;1;5,1865
43673;137;2;708;1;20,1865
43673;138;1;711;1;20,1865
43673;139;4;707;1;20,1865
43674;140;3;758;1;874,794
43675;141;4;761;1;419,4589
43675;142;5;711;1;20,1865
43675;143;2;738;1;178,5808
43675;144;1;708;1;20,1865
43675;145;2;762;1;419,4589
43675;146;2;758;1;874,794
43675;147;2;712;1;5,1865
43675;148;1;754;1;874,794
43675;149;3;715;1;28,8404
43676;150;2;776;1;2024,994
43676;151;2;778;1;2024,994
43676;152;1;710;1;5,7
43676;153;3;775;1;2024,994
43676;154;4;709;1;5,7
43677;155;3;715;1;28,8404
43677;156;1;753;1;2146,962
43677;157;1;758;1;874,794
43677;158;1;770;1;419,4589
43677;159;2;708;1;20,1865
43677;160;4;760;1;419,4589
43677;161;2;765;1;419,4589
43677;162;1;763;1;419,4589
43677;163;5;712;1;5,1865
43677;164;1;707;1;20,1865
43677;165;1;754;1;874,794
43677;166;2;729;1;183,9382
43678;167;1;760;1;419,4589
43678;168;2;738;1;178,5808
43678;169;1;765;1;419,4589
43678;170;2;732;1;356,898
43678;171;3;762;1;419,4589
43678;172;2;761;1;419,4589
43678;173;3;712;1;5,1865
43678;174;4;708;1;20,1865
43678;175;2;729;1;183,9382
43678;176;1;756;1;874,794
43678;177;2;725;1;183,9382
43678;178;1;716;1;28,8404
43678;179;1;770;1;419,4589
43678;180;2;758;1;874,794
43678;181;2;715;1;28,8404
43678;182;1;754;1;874,794
43678;183;1;755;1;874,794
43678;184;3;711;1;20,1865
43678;185;1;707;1;20,1865
43679;186;1;760;1;419,4589
43679;187;2;770;1;419,4589
43679;188;2;715;1;28,8404
43680;189;3;760;1;419,4589
43680;190;2;756;1;874,794
43680;191;2;738;1;178,5808
43680;192;4;707;1;20,1865
43680;193;1;729;1;183,9382
43680;194;1;711;1;20,1865
43680;195;2;715;1;28,8404
43680;196;2;725;1;183,9382
43680;197;1;758;1;874,794
43680;198;1;761;1;419,4589
43680;199;2;753;1;2146,962
43680;200;2;708;1;20,1865
43680;201;3;765;1;419,4589
43680;202;3;712;1;5,1865
43680;203;1;763;1;419,4589
43681;204;6;715;1;28,8404
43681;205;5;762;1;419,4589
43681;206;1;732;1;356,898
43681;207;1;707;1;20,1865
43681;208;1;729;1;183,9382
43681;209;2;708;1;20,1865
43681;210;3;770;1;419,4589
43681;211;2;730;1;183,9382
43681;212;3;758;1;874,794
43681;213;1;768;1;419,4589
43681;214;2;761;1;419,4589
43681;215;2;738;1;178,5808
43681;216;1;753;1;2146,962
43681;217;2;714;1;28,8404
43681;218;2;764;1;419,4589
43681;219;2;760;1;419,4589
43681;220;1;756;1;874,794
43681;221;2;716;1;28,8404
43681;222;2;711;1;20,1865
43681;223;1;725;1;183,9382
43681;224;2;712;1;5,1865
43682;225;2;758;1;874,794
43682;226;1;762;1;419,4589
43682;227;2;760;1;419,4589
43682;228;2;770;1;419,4589
43682;229;1;715;1;28,8404
43683;230;2;776;1;2024,994
43683;231;2;715;1;28,8404
43683;232;2;773;1;2039,994
43683;233;1;774;1;2039,994
43683;234;1;708;1;20,1865
43683;235;2;711;1;20,1865
43683;236;3;712;1;5,1865
43683;237;4;775;1;2024,994
43683;238;6;777;1;2024,994
43683;239;1;772;1;2039,994
43683;240;3;707;1;20,1865
43683;241;5;778;1;2024,994
43683;242;6;709;1;5,7
43684;243;2;754;1;874,794
43684;244;2;762;1;419,4589
43684;245;1;760;1;419,4589
43684;246;2;758;1;874,794
43684;247;1;770;1;419,4589
43684;248;1;763;1;419,4589
43685;249;3;765;1;419,4589
43685;250;1;763;1;419,4589
43685;251;1;754;1;874,794
43685;252;1;725;1;183,9382
43686;253;3;758;1;874,794
43686;254;1;762;1;419,4589
43686;255;1;770;1;419,4589
43687;256;1;768;1;419,4589
43687;257;2;765;1;419,4589
43688;258;1;725;1;183,9382
43688;259;2;760;1;419,4589
43688;260;3;762;1;419,4589
43688;261;1;738;1;178,5808
43688;262;1;763;1;419,4589
43688;263;2;729;1;183,9382
43688;264;2;754;1;874,794
43688;265;2;758;1;874,794
43688;266;3;765;1;419,4589
43688;267;1;770;1;419,4589
43688;268;2;753;1;2146,962
43689;269;3;764;1;419,4589
43689;270;2;738;1;178,5808
43689;271;2;725;1;183,9382
43689;272;1;753;1;2146,962
43689;273;2;755;1;874,794
43689;274;4;766;1;419,4589
43689;275;2;770;1;419,4589
43689;276;7;760;1;419,4589
43689;277;3;726;1;183,9382
43689;278;1;722;1;178,5808
43689;279;6;763;1;419,4589
43689;280;2;729;1;183,9382
43689;281;2;730;1;183,9382
43689;282;2;732;1;356,898
43689;283;5;765;1;419,4589
43689;284;2;768;1;419,4589
43689;285;2;761;1;419,4589
43689;286;3;758;1;874,794
43689;287;2;749;1;2146,962
43689;288;9;762;1;419,4589
43689;289;4;754;1;874,794
43690;290;1;715;1;28,8404
43690;291;1;770;1;419,4589
43690;292;2;712;1;5,1865
43690;293;2;760;1;419,4589
43691;294;1;758;1;874,794
43692;295;5;770;1;419,4589
43692;296;1;725;1;183,9382
43692;297;8;754;1;874,794
43692;298;2;730;1;183,9382
43692;299;10;715;1;28,8404
43692;300;1;768;1;419,4589
43692;301;4;756;1;874,794
43692;302;2;738;1;178,5808
43692;303;8;758;1;874,794
43692;304;3;708;1;20,1865
43692;305;6;762;1;419,4589
43692;306;3;732;1;356,898
43692;307;6;712;1;5,1865
43692;308;4;714;1;28,8404
43692;309;7;760;1;419,4589
43692;310;2;755;1;874,794
43692;311;4;716;1;28,8404
43692;312;2;765;1;419,4589
43692;313;1;764;1;419,4589
43692;314;2;753;1;2146,962
43692;315;1;766;1;419,4589
43692;316;1;722;1;178,5808
43692;317;3;761;1;419,4589
43692;318;3;711;1;20,1865
43692;319;1;763;1;419,4589
43692;320;2;729;1;183,9382
43692;321;4;707;1;20,1865
43692;322;2;726;1;183,9382
43693;323;3;716;1;28,8404
43693;324;1;773;1;2039,994
43693;325;6;709;1;5,7
43693;326;2;707;1;20,1865
43693;327;3;771;1;2039,994
43693;328;2;708;1;20,1865
43693;329;1;774;1;2039,994
43693;330;3;777;1;2024,994
43693;331;1;772;1;2039,994
43693;332;1;778;1;2024,994
43694;333;3;776;1;2024,994
43694;334;3;771;1;2039,994
43694;335;2;715;1;28,8404
43694;336;1;772;1;2039,994
43694;337;3;716;1;28,8404
43694;338;1;707;1;20,1865
43694;339;1;708;1;20,1865
43694;340;1;774;1;2039,994
43694;341;2;773;1;2039,994
43694;342;1;712;1;5,1865
43694;343;5;711;1;20,1865
43695;344;2;774;1;2039,994
43695;345;2;748;1;722,5949
43695;346;1;747;1;714,7043
43695;347;1;742;1;722,5949
43695;348;5;777;1;2024,994
43695;349;6;778;1;2024,994
43695;350;2;709;1;5,7
43695;351;5;775;1;2024,994
43696;352;1;762;1;419,4589
43697;353;1;749;1;3578,27
43698;354;1;773;1;3399,99
43699;355;1;773;1;3399,99
43700;356;1;767;1;699,0982
43701;357;1;773;1;3399,99
43702;358;1;750;1;3578,27
43703;359;1;749;1;3578,27
43704;360;1;778;1;3374,99
43705;361;1;771;1;3399,99
43706;362;1;751;1;3578,27
43707;363;1;751;1;3578,27
43708;364;1;764;1;699,0982
43709;365;1;752;1;3578,27
43710;366;1;753;1;3578,27
43711;367;1;753;1;3578,27
43712;368;1;750;1;3578,27
43713;369;1;749;1;3578,27
43714;370;1;750;1;3578,27
43715;371;1;753;1;3578,27
43716;372;1;750;1;3578,27
43717;373;1;767;1;699,0982
43718;374;1;750;1;3578,27
43719;375;1;751;1;3578,27
43720;376;1;750;1;3578,27
43721;377;1;749;1;3578,27
43722;378;1;751;1;3578,27
43723;379;1;765;1;699,0982
43724;380;1;750;1;3578,27
43725;381;1;750;1;3578,27
43726;382;1;765;1;699,0982
43727;383;1;750;1;3578,27
43728;384;1;752;1;3578,27
43729;385;1;773;1;3399,99
43730;386;1;773;1;3399,99
43731;387;1;753;1;3578,27
43732;388;1;777;1;3374,99
43733;389;1;751;1;3578,27
43734;390;1;751;1;3578,27
43735;391;1;749;1;3578,27
43736;392;1;773;1;3399,99
43737;393;1;750;1;3578,27
43738;394;1;751;1;3578,27
43739;395;1;749;1;3578,27
43740;396;1;751;1;3578,27
43741;397;1;749;1;3578,27
43742;398;1;753;1;3578,27
43743;399;1;774;1;3399,99
43744;400;1;752;1;3578,27
43745;401;1;750;1;3578,27
43746;402;1;751;1;3578,27
43747;403;1;753;1;3578,27
43748;404;1;752;1;3578,27
43749;405;1;753;1;3578,27
43750;406;1;750;1;3578,27
43751;407;1;752;1;3578,27
43752;408;1;750;1;3578,27
43753;409;1;749;1;3578,27
43754;410;1;751;1;3578,27
43755;411;1;750;1;3578,27
43756;412;1;765;1;699,0982
43757;413;1;777;1;3374,99
43758;414;1;749;1;3578,27
43759;415;1;749;1;3578,27
43760;416;1;753;1;3578,27
43761;417;1;749;1;3578,27
43762;418;1;753;1;3578,27
43763;419;1;752;1;3578,27
43764;420;1;749;1;3578,27
43765;421;1;773;1;3399,99
43766;422;1;752;1;3578,27
43767;423;1;777;1;3374,99
43768;424;1;751;1;3578,27
43769;425;1;751;1;3578,27
43770;426;1;751;1;3578,27
43771;427;1;764;1;699,0982
43772;428;1;751;1;3578,27
43773;429;1;753;1;3578,27
43774;430;1;752;1;3578,27
43775;431;1;774;1;3399,99
43776;432;1;753;1;3578,27
43777;433;1;750;1;3578,27
43778;434;1;772;1;3399,99
43779;435;1;762;1;699,0982
43780;436;1;750;1;3578,27
43781;437;1;751;1;3578,27
43782;438;1;751;1;3578,27
43783;439;1;751;1;3578,27
43784;440;1;749;1;3578,27
43785;441;1;750;1;3578,27
43786;442;1;750;1;3578,27
43787;443;1;771;1;3399,99
43788;444;1;778;1;3374,99
43789;445;1;778;1;3374,99
43790;446;1;771;1;3399,99
43791;447;1;753;1;3578,27
43792;448;1;751;1;3578,27
43793;449;1;771;1;3399,99
43794;450;1;774;1;3399,99
