SalesOrderID;SalesOrderDetailID;OrderQty;ProductID;SpecialOfferID;UnitPrice
47040;15000;1;708;1;20,1865
47040;15001;4;815;1;36,447
47040;15002;2;823;1;52,647
47040;15003;5;780;1;1242,8518
47040;15004;3;783;1;1229,4589
47040;15005;5;854;1;44,994
47040;15006;5;825;1;196,329
47040;15007;12;863;2;22,0342
47040;15008;2;715;1;28,8404
47040;15009;3;861;1;22,794
47040;15010;1;712;1;5,1865
47040;15011;3;711;1;20,1865
47040;15012;4;782;1;1229,4589
47040;15013;2;856;1;53,994
47040;15014;1;781;1;1242,8518
47040;15015;1;852;1;44,994
47040;15016;1;832;1;209,256
47040;15017;1;707;1;20,1865
47040;15018;3;779;1;1242,8518
47040;15019;1;824;1;141,615
47040;15020;6;862;1;22,794
47041;15021;4;826;1;67,539
47041;15022;6;822;1;324,4527
47041;15023;3;768;1;469,794
47041;15024;4;767;1;469,794
47041;15025;1;795;1;1308,9375
47041;15026;5;819;1;149,031
47041;15027;5;726;1;202,332
47041;15028;4;765;1;469,794
47041;15029;10;761;1;469,794
47041;15030;3;800;1;600,2625
47041;15031;1;707;1;20,1865
47041;15032;9;763;1;469,794
47041;15033;3;730;1;202,332
47041;15034;5;843;1;15
47041;15035;2;844;1;11,994
47041;15036;4;836;1;324,4527
47041;15037;5;722;1;183,9382
47041;15038;3;801;1;600,2625
47041;15039;3;856;1;53,994
47041;15040;3;791;1;1466,01
47041;15041;3;766;1;469,794
47041;15042;4;792;1;1308,9375
47041;15043;2;769;1;469,794
47041;15044;7;762;9;234,897
47041;15045;3;729;1;202,332
47041;15046;3;770;1;469,794
47041;15047;5;835;1;324,4527
47041;15048;4;854;1;44,994
47041;15049;3;813;1;65,6018
47041;15050;9;797;1;600,2625
47041;15051;8;852;1;44,994
47041;15052;5;708;1;20,1865
47041;15053;5;793;1;1308,9375
47041;15054;6;725;1;202,332
47041;15055;2;789;1;1466,01
47041;15056;3;790;1;1466,01
47041;15057;4;798;1;600,2625
47041;15058;1;796;1;1308,9375
47041;15059;7;760;1;469,794
47041;15060;4;794;1;1308,9375
47041;15061;3;799;1;600,2625
47041;15062;3;711;1;20,1865
47041;15063;4;714;1;28,8404
47041;15064;2;715;1;28,8404
47041;15065;3;759;1;469,794
47041;15066;2;712;1;5,1865
47041;15067;4;764;1;469,794
47041;15068;5;855;1;53,994
47041;15069;3;738;1;183,9382
47041;15070;4;857;1;53,994
47041;15071;6;820;1;198,036
47041;15072;3;859;1;14,1289
47041;15073;10;849;1;35,994
47042;15074;1;823;1;52,647
47042;15075;6;831;1;209,256
47042;15076;4;832;1;209,256
47042;15077;2;781;1;1242,8518
47042;15078;4;863;1;22,794
47042;15079;4;779;1;1242,8518
47042;15080;9;849;1;35,994
47042;15081;3;785;1;647,994
47042;15082;2;815;1;36,447
47042;15083;1;742;1;744,2727
47042;15084;3;805;1;20,52
47042;15085;6;857;1;53,994
47042;15086;1;802;1;88,932
47042;15087;8;715;1;28,8404
47042;15088;1;816;1;125,415
47042;15089;1;807;1;74,838
47042;15090;7;824;1;141,615
47042;15091;1;861;1;22,794
47042;15092;5;716;1;28,8404
47042;15093;11;854;2;43,4942
47042;15094;6;804;1;137,694
47042;15095;3;783;1;1229,4589
47042;15096;2;747;1;736,1455
47042;15097;4;788;1;647,994
